arxiv_id,year_group,n_files,n_chars,n_words,n_citations,cit_per_100_words,alpha_ratio,file_paths,word_stratum
2102.08363,2015,1,1892,262,15,5.7251908396946565,0.975859987929994,data/txt/2102.08363/01_Related_Work.txt,0
2102.09677,2015,1,2017,279,10,3.584229390681003,0.9777142857142858,data/txt/2102.09677/01_Related_Works.txt,0
2102.11485,2015,1,1859,265,12,4.528301886792453,0.9645301804604853,data/txt/2102.11485/01_Related_Work.txt,0
2102.13319,2015,1,1524,226,10,4.424778761061947,0.9719696969696969,data/txt/2102.13319/01_Related_Work.txt,0
2103.02394,2015,1,1918,267,7,2.6217228464419478,0.9759903961584634,data/txt/2103.02394/01_Related_Work.txt,0
2103.03570,2015,1,1545,236,8,3.389830508474576,0.9689629068887207,data/txt/2103.03570/01_Related_work.txt,0
2103.08514,2015,1,1416,221,9,4.072398190045249,0.9652605459057072,data/txt/2103.08514/01_Related_Work.txt,0
2103.12028,2015,1,1596,234,14,5.982905982905983,0.9732272069464544,data/txt/2103.12028/01_Related_Work.txt,0
2104.01750,2015,1,1743,249,5,2.0080321285140563,0.9800399201596807,data/txt/2104.01750/01_Related_Works.txt,0
2104.07253,2015,1,1204,180,6,3.3333333333333335,0.9697265625,data/txt/2104.07253/01_Related_Works.txt,0
2104.08741,2015,1,1113,167,10,5.9880239520958085,0.9708939708939709,data/txt/2104.08741/01_Related_Work.txt,0
2104.12149,2015,1,1856,266,8,3.007518796992481,0.9730913642052565,data/txt/2104.12149/01_Related_Works.txt,0
2105.02819,2015,1,1311,206,2,0.9708737864077669,0.9755877034358047,data/txt/2105.02819/01_Related_Work.txt,0
2105.07583,2015,1,1553,240,12,5.0,0.9825889477668432,data/txt/2105.07583/01_Related_work.txt,0
2105.08908,2015,1,1261,168,12,7.142857142857142,0.981199641897941,data/txt/2105.08908/01_related_work.txt,0
2105.12353,2015,1,1304,202,7,3.4653465346534658,0.9758281110116384,data/txt/2105.12353/01_Related_Work.txt,0
2105.13967,2015,1,1443,201,6,2.9850746268656714,0.9711307137129109,data/txt/2105.13967/01_Related_work.txt,0
2105.14491,2015,1,1485,206,8,3.8834951456310676,0.9720496894409938,data/txt/2105.14491/01_Related_Work.txt,0
2105.14881,2015,1,1574,235,4,1.702127659574468,0.9762611275964391,data/txt/2105.14881/01_Related_Work.txt,0
2106.00139,2015,1,1136,159,4,2.515723270440252,0.9713701431492843,data/txt/2106.00139/01_Related_Work.txt,0
2106.00266,2015,1,1795,265,11,4.150943396226415,0.9806701030927835,data/txt/2106.00266/01_Related_work.txt,0
2106.01908,2015,1,1833,232,20,8.620689655172415,0.9195915762603701,data/txt/2106.01908/01_Related_Work.txt,0
2106.02624,2015,1,1659,231,6,2.5974025974025974,0.9637883008356546,data/txt/2106.02624/01_Related_work.txt,0
2106.02894,2015,1,1832,259,7,2.7027027027027026,0.9715729627289956,data/txt/2106.02894/01_Related_Works.txt,0
2106.03760,2015,1,1236,182,6,3.296703296703297,0.964319248826291,data/txt/2106.03760/01_Additional_Related_Work.txt,0
2106.04546,2015,1,1655,239,7,2.928870292887029,0.9797344514325647,data/txt/2106.04546/01_Related_work.txt,0
2106.05642,2015,1,1754,264,4,1.5151515151515151,0.9608493696084937,data/txt/2106.05642/01_Related_Works.txt,0
2106.06224,2015,1,1823,271,10,3.6900369003690034,0.975780752071383,data/txt/2106.06224/01_Related_Work.txt,0
2106.06639,2015,1,1398,196,5,2.5510204081632653,0.9733333333333334,data/txt/2106.06639/01_Related_Work.txt,0
2106.07976,2015,1,1019,153,12,7.8431372549019605,0.9661399548532731,data/txt/2106.07976/01_Related_Works.txt,0
2106.08229,2015,1,1250,177,17,9.6045197740113,0.971945701357466,data/txt/2106.08229/01_Related_Work.txt,0
2106.08902,2015,1,1900,271,10,3.6900369003690034,0.9762917933130699,data/txt/2106.08902/01_RELATED_WORK.txt,0
2106.10065,2015,1,1602,249,6,2.4096385542168677,0.9689349112426036,data/txt/2106.10065/01_RELATED_WORK.txt,0
2106.10360,2015,1,1503,216,7,3.2407407407407405,0.9707692307692307,data/txt/2106.10360/01_Related_Work.txt,0
2106.10994,2015,1,1640,233,12,5.150214592274678,0.9703389830508474,data/txt/2106.10994/01_Related_Work.txt,0
2106.13031,2015,1,1654,238,10,4.201680672268908,0.972027972027972,data/txt/2106.13031/01_Related_work.txt,0
2106.14979,2015,1,1259,180,9,5.0,0.9698354661791591,data/txt/2106.14979/01_Other_related_work.txt,0
2107.08966,2015,1,1515,212,6,2.8301886792452833,0.976425855513308,data/txt/2107.08966/01_Related_Work.txt,0
2107.09123,2015,1,1879,273,13,4.761904761904762,0.9797546012269939,data/txt/2107.09123/01_Related_Work.txt,0
2107.09950,2015,1,1572,272,3,1.1029411764705883,0.9065349544072948,data/txt/2107.09950/01_Related_Work_Boundary_Generation.txt,0
2107.11658,2015,1,1548,266,2,0.7518796992481203,0.8959449120122418,data/txt/2107.11658/01_Related_Work_on_Anomaly_Detection.txt,0
2107.13034,2015,1,1169,164,14,8.536585365853659,0.9806013579049466,data/txt/2107.13034/01_Related_Work.txt,0
2107.14586,2015,1,1088,160,11,6.875000000000001,0.9766949152542372,data/txt/2107.14586/01_Related_work.txt,0
2108.00710,2015,1,1671,253,11,4.3478260869565215,0.9491289198606272,data/txt/2108.00710/01_Related_Work.txt,0
2108.02658,2015,1,2060,279,9,3.225806451612903,0.9798770262716602,data/txt/2108.02658/01_Related_Work.txt,0
2108.03492,2015,1,965,153,3,1.9607843137254901,0.9705882352941176,data/txt/2108.03492/01_Limitations_of_the_State_of_the_Art.txt,0
2108.04140,2015,1,1757,251,18,7.171314741035857,0.9707981829980532,data/txt/2108.04140/01_Related_Work.txt,0
2108.04475,2015,1,1482,208,13,6.25,0.9661016949152542,data/txt/2108.04475/01_Related_work.txt,0
2108.07117,2015,1,1277,200,5,2.5,0.9669724770642202,data/txt/2108.07117/01_Related_Work.txt,0
2108.09241,2015,1,1769,261,7,2.681992337164751,0.9671052631578947,data/txt/2108.09241/01_Related_Work.txt,0
2108.12229,2015,1,1763,256,13,5.078125,0.9636723910171731,data/txt/2108.12229/01_Related_Work.txt,0
2108.13751,2015,1,1557,223,8,3.587443946188341,0.9614529280948851,data/txt/2108.13751/01_Related_Work.txt,0
2109.02008,2015,1,1234,180,12,6.666666666666667,0.9675324675324676,data/txt/2109.02008/01_Related_Work.txt,0
2109.02859,2015,1,1594,208,6,2.8846153846153846,0.9799570508231925,data/txt/2109.02859/01_Related_Works.txt,0
2109.05052,2015,1,1366,187,11,5.88235294117647,0.9790794979079498,data/txt/2109.05052/01_Related_Work.txt,0
2109.05812,2015,1,1919,276,7,2.536231884057971,0.9763349514563107,data/txt/2109.05812/01_Related_Work.txt,0
2109.06264,2015,1,1875,276,6,2.1739130434782608,0.9719975108898569,data/txt/2109.06264/01_Related_Work.txt,0
2109.06513,2015,1,1774,244,10,4.098360655737705,0.9727272727272728,data/txt/2109.06513/01_Related_Work.txt,0
2109.07036,2015,1,1723,244,10,4.098360655737705,0.979933110367893,data/txt/2109.07036/01_Related_Work.txt,0
2109.07276,2015,1,1478,220,8,3.6363636363636362,0.9834905660377359,data/txt/2109.07276/01_Related_Work.txt,0
2109.07437,2015,1,1153,181,17,9.392265193370166,0.9691542288557214,data/txt/2109.07437/01_Related_Work.txt,0
2109.08652,2015,1,2013,278,18,6.474820143884892,0.9719416386083053,data/txt/2109.08652/01_Related_Work.txt,0
2109.10048,2015,1,1420,207,4,1.932367149758454,0.9603960396039604,data/txt/2109.10048/01_Related_work.txt,0
2109.11851,2015,1,1827,272,9,3.308823529411765,0.9783715012722646,data/txt/2109.11851/01_Related_Work.txt,0
2109.13986,2015,1,1926,259,17,6.563706563706563,0.9745562130177515,data/txt/2109.13986/01_Related_Work.txt,0
2109.14115,2015,1,1758,248,12,4.838709677419355,0.9745762711864406,data/txt/2109.14115/01_Related_Work.txt,0
2109.14285,2015,1,1950,275,16,5.818181818181818,0.974132863021752,data/txt/2109.14285/01_Related_Work.txt,0
2109.14419,2015,1,1372,190,10,5.263157894736842,0.9758735440931781,data/txt/2109.14419/01_Related_Work.txt,0
2109.14830,2015,1,1621,236,18,7.627118644067797,0.964033850493653,data/txt/2109.14830/01_Related_Work.txt,0
2110.00165,2015,1,1572,248,10,4.032258064516129,0.964951528709918,data/txt/2110.00165/01_Related_works.txt,0
2110.03757,2015,1,1723,248,13,5.241935483870968,0.9624413145539906,data/txt/2110.03757/01_Related_Work.txt,0
2110.04109,2015,1,1430,195,8,4.102564102564102,0.9607056936647955,data/txt/2110.04109/01_Relationship_to_Prior_Work.txt,0
2110.04744,2015,1,1764,277,6,2.166064981949458,0.9569444444444445,data/txt/2110.04744/01_Related_Work.txt,0
2110.05777,2015,1,1847,263,5,1.9011406844106464,0.9721871049304678,data/txt/2110.05777/01_Related_Work.txt,0
2110.06273,2015,1,1885,277,16,5.776173285198556,0.9682345754428833,data/txt/2110.06273/01_Related_Work.txt,0
2110.07661,2015,1,1621,214,9,4.205607476635514,0.9857853589196873,data/txt/2110.07661/01_Related_Work.txt,0
2110.07888,2015,1,1231,171,8,4.678362573099415,0.9775070290534208,data/txt/2110.07888/01_Related_Work.txt,0
2110.08058,2015,1,1525,211,14,6.6350710900473935,0.9842814371257484,data/txt/2110.08058/01_Related_Work.txt,0
2110.08263,2015,1,1829,253,14,5.533596837944664,0.975,data/txt/2110.08263/01_Related_Work.txt,0
2110.09780,2015,1,1151,178,3,1.6853932584269662,0.9674134419551935,data/txt/2110.09780/01_Related_Work.txt,0
2110.09784,2015,1,1864,276,10,3.6231884057971016,0.968944099378882,data/txt/2110.09784/01_Related_Work.txt,0
2110.09860,2015,1,1450,200,10,5.0,0.9755134281200631,data/txt/2110.09860/01_Related_Work.txt,0
2110.10415,2015,1,1935,260,18,6.923076923076923,0.9735294117647059,data/txt/2110.10415/01_RELATED_WORK.txt,0
2110.14735,2015,1,1400,211,8,3.7914691943127963,0.9742524916943521,data/txt/2110.14735/01_Related_Work.txt,0
2110.14863,2015,1,1478,203,20,9.852216748768473,0.9746153846153847,data/txt/2110.14863/01_Related_Works.txt,0
2110.15018,2015,1,1585,214,12,5.607476635514018,0.9593727726300784,data/txt/2110.15018/01_Related_work.txt,0
2110.15064,2015,1,1140,159,6,3.7735849056603774,0.9726166328600405,data/txt/2110.15064/01_Related_Works.txt,0
2110.15250,2015,1,1830,243,19,7.818930041152264,0.9715522572665429,data/txt/2110.15250/01_Related_Works.txt,0
2111.00765,2015,1,1576,239,8,3.3472803347280333,0.9653136531365314,data/txt/2111.00765/01_Related_work.txt,0
2111.02275,2015,1,1712,261,6,2.2988505747126435,0.973103448275862,data/txt/2111.02275/01_Related_Work.txt,0
2111.02434,2015,1,1748,256,9,3.515625,0.9781021897810219,data/txt/2111.02434/01_Related_Work.txt,0
2111.02887,2015,1,1815,264,7,2.6515151515151514,0.9632063074901446,data/txt/2111.02887/01_Related_Work.txt,0
2111.04779,2015,1,1291,188,17,9.042553191489363,0.9718061674008811,data/txt/2111.04779/01_Related_Work.txt,0
2111.05080,2015,1,1071,177,0,0.0,0.9748283752860412,data/txt/2111.05080/01_Related_Works.txt,0
2111.07832,2015,1,1901,263,13,4.942965779467681,0.9788519637462235,data/txt/2111.07832/01_Related_Work.txt,0
2111.08995,2015,1,1756,238,4,1.680672268907563,0.9497060744611365,data/txt/2111.08995/01_Related_work.txt,0
2111.10003,2015,1,1726,235,9,3.829787234042553,0.9707446808510638,data/txt/2111.10003/01_Related_Work.txt,0
2111.10208,2015,1,1803,270,7,2.5925925925925926,0.9679529103989536,data/txt/2111.10208/01_Related_Work.txt,0
2111.10951,2015,1,1744,256,18,7.03125,0.9730617608409987,data/txt/2111.10951/01_Related_Work.txt,0
2111.11103,2015,1,1903,273,10,3.6630036630036633,0.98,data/txt/2111.11103/01_RELATED_WORK.txt,0
2111.12516,2015,1,1631,230,0,0.0,0.9261648745519713,data/txt/2111.12516/01_Related_work.txt,0
2111.12950,2015,1,1262,226,3,1.3274336283185841,0.8804554079696395,data/txt/2111.12950/01_Related_Work.txt,0
2112.00209,2015,1,1728,260,6,2.307692307692308,0.9601351351351352,data/txt/2112.00209/01_RELATED_WORK.txt,0
2112.01573,2015,1,1406,222,13,5.8558558558558556,0.9690635451505016,data/txt/2112.01573/01_Related_Works.txt,0
2112.03376,2015,1,1570,247,12,4.8582995951417,0.9703703703703703,data/txt/2112.03376/01_Introduction_and_Related_Work.txt,0
2112.03554,2015,1,1272,198,6,3.0303030303030303,0.9636194029850746,data/txt/2112.03554/01_RELATED_WORK.txt,0
2112.04282,2015,1,1854,272,10,3.6764705882352944,0.9694323144104804,data/txt/2112.04282/01_Related_Work.txt,0
2112.06129,2015,1,1827,258,13,5.038759689922481,0.9766708701134931,data/txt/2112.06129/01_Related_Works.txt,0
2112.06566,2015,1,1676,247,13,5.263157894736842,0.9717436250861475,data/txt/2112.06566/01_Related_Work.txt,0
2112.09196,2015,1,1947,273,5,1.8315018315018317,0.9767857142857143,data/txt/2112.09196/01_Related_Work.txt,0
2112.10893,2015,1,1614,232,3,1.293103448275862,0.9644412191582002,data/txt/2112.10893/01_Related_Work.txt,0
2112.11052,2015,1,1593,236,9,3.8135593220338984,0.962800875273523,data/txt/2112.11052/01_Related_works.txt,0
2112.11953,2015,1,1534,223,9,4.0358744394618835,0.9803328290468987,data/txt/2112.11953/01_Related_Work.txt,0
2112.14446,2015,1,1876,277,16,5.776173285198556,0.9777914867365823,data/txt/2112.14446/01_Related_work.txt,0
2112.15043,2015,1,1621,242,9,3.71900826446281,0.9626704953338119,data/txt/2112.15043/01_Related_Work.txt,0
2112.15110,2015,1,1202,170,5,2.941176470588235,0.975095785440613,data/txt/2112.15110/01_RELATED_WORK.txt,0
2112.15221,2015,1,1595,242,8,3.3057851239669422,0.9809384164222874,data/txt/2112.15221/01_Related_Work.txt,0
2112.15290,2015,1,2021,268,10,3.731343283582089,0.9660249150622876,data/txt/2112.15290/01_Related_Work.txt,0
2112.15292,2015,1,1302,188,4,2.127659574468085,0.966041108132261,data/txt/2112.15292/01_Related_Work.txt,0
2112.15347,2015,1,1068,152,13,8.552631578947368,0.9737394957983193,data/txt/2112.15347/01_Related_Work.txt,0
2112.15434,2015,1,1349,192,8,4.166666666666666,0.971551724137931,data/txt/2112.15434/01_Related_Work.txt,0
2112.15444,2015,1,1970,278,10,3.597122302158273,0.9789350497366881,data/txt/2112.15444/01_Related_work.txt,0
2201.00007,2015,1,1529,211,9,4.265402843601896,0.9744936234058514,data/txt/2201.00007/01_RELATED_WORK.txt,0
2201.00043,2015,1,1479,205,7,3.414634146341464,0.9704049844236761,data/txt/2201.00043/01_Related_Works.txt,0
2201.00162,2015,1,1132,174,5,2.8735632183908044,0.9771071800208116,data/txt/2201.00162/01_Related_Work.txt,0
2201.00194,2015,1,1601,235,12,5.106382978723404,0.9819494584837545,data/txt/2201.00194/01_Related_Work.txt,0
2201.00199,2015,1,1106,158,6,3.79746835443038,0.9717868338557993,data/txt/2201.00199/01_Related_work.txt,0
2201.00471,2015,1,1513,211,7,3.3175355450236967,0.9749240121580547,data/txt/2201.00471/01_Related_Work.txt,0
2201.00472,2015,1,1589,219,9,4.10958904109589,0.9710773680404917,data/txt/2201.00472/01_Related_Work.txt,0
2201.00495,2015,1,1315,182,6,3.296703296703297,0.965034965034965,data/txt/2201.00495/01_Related_Work.txt,0
2201.00594,2015,1,1434,209,5,2.3923444976076556,0.9738562091503268,data/txt/2201.00594/01_Related_Work.txt,0
2201.00987,2015,1,2102,265,14,5.283018867924529,0.901949860724234,data/txt/2201.00987/01_Related_Work.txt,0
2201.02300,2015,1,1620,239,7,2.928870292887029,0.9517896274653032,data/txt/2201.02300/01_Related_Work.txt,0
2201.02627,2015,1,1330,192,11,5.729166666666666,0.971551724137931,data/txt/2201.02627/01_Related_Work.txt,0
2201.03544,2015,1,1567,246,8,3.2520325203252036,0.9662162162162162,data/txt/2201.03544/01_Related_Work.txt,0
2201.03545,2015,1,1379,204,7,3.431372549019608,0.9679324894514768,data/txt/2201.03545/01_Related_Work.txt,0
2201.04227,2015,1,1679,264,8,3.0303030303030303,0.9636617749825297,data/txt/2201.04227/01_Related_Work.txt,0
2201.04374,2015,1,1748,260,3,1.153846153846154,0.96579476861167,data/txt/2201.04374/01_Related_Works.txt,0
2201.04424,2015,1,1728,265,4,1.509433962264151,0.9761417859577369,data/txt/2201.04424/01_Related_Works.txt,0
2201.04676,2015,1,1575,212,8,3.7735849056603774,0.9643636363636363,data/txt/2201.04676/01_Related_Work.txt,0
2201.04726,2015,1,1971,266,8,3.007518796992481,0.9726266744321491,data/txt/2201.04726/01_Related_Work.txt,0
2201.04877,2015,1,1732,277,3,1.083032490974729,0.9808350444900753,data/txt/2201.04877/01_Related_Work.txt,0
2201.05290,2015,1,1421,195,8,4.102564102564102,0.9781729991915926,data/txt/2201.05290/01_Related_Work.txt,0
2201.05363,2015,1,1831,262,12,4.580152671755725,0.9784263959390863,data/txt/2201.05363/01_Related_Work.txt,0
2201.05382,2015,1,1652,243,9,3.7037037037037033,0.9705056179775281,data/txt/2201.05382/01_Related_Work.txt,0
2201.05540,2015,1,1531,225,11,4.888888888888889,0.9713855421686747,data/txt/2201.05540/01_related_work.txt,0
2201.05610,2015,1,1856,256,8,3.125,0.9777089783281734,data/txt/2201.05610/01_Related_Work.txt,0
2201.05658,2015,1,1704,256,9,3.515625,0.9740082079343365,data/txt/2201.05658/01_Related_Work.txt,0
2201.05782,2015,1,1647,244,7,2.8688524590163933,0.9515789473684211,data/txt/2201.05782/01_Related_Work.txt,0
2201.05834,2015,1,1820,243,18,7.4074074074074066,0.965625,data/txt/2201.05834/01_Related_Work.txt,0
2201.05872,2015,1,1791,262,10,3.816793893129771,0.9708926261319534,data/txt/2201.05872/01_Related_Work.txt,0
2201.05880,2015,1,1772,238,10,4.201680672268908,0.9658792650918635,data/txt/2201.05880/01_Related_Work.txt,0
2201.05938,2015,1,1677,243,11,4.526748971193416,0.9793956043956044,data/txt/2201.05938/01_Related_Work.txt,0
2201.05979,2015,1,1211,171,3,1.7543859649122806,0.9686907020872866,data/txt/2201.05979/01_Related_Work.txt,0
2201.06038,2015,1,1355,201,11,5.472636815920398,0.9770212765957447,data/txt/2201.06038/01_Related_Works.txt,0
2201.06199,2015,1,1704,239,6,2.510460251046025,0.9445196211096076,data/txt/2201.06199/01_Related_Work.txt,0
2201.06213,2015,1,1812,256,7,2.734375,0.9750479846449136,data/txt/2201.06213/01_Related_work.txt,0
2201.06321,2015,1,1783,241,14,5.809128630705394,0.9653401797175867,data/txt/2201.06321/01_Related_Work.txt,0
2201.06336,2015,1,1342,221,6,2.7149321266968327,0.9443954104148279,data/txt/2201.06336/01_Related_Works.txt,0
2201.06358,2015,1,1049,153,8,5.228758169934641,0.9802414928649835,data/txt/2201.06358/01_Related_Work.txt,0
2201.06398,2015,1,1519,205,9,4.390243902439024,0.9819004524886877,data/txt/2201.06398/01_Related_Work.txt,0
2201.06494,2015,1,1302,199,9,4.522613065326634,0.9758281110116384,data/txt/2201.06494/01_Related_Work.txt,0
2201.06500,2015,1,1457,210,8,3.8095238095238098,0.9729514717581543,data/txt/2201.06500/01_Related_works.txt,0
2201.06620,2015,1,1791,256,9,3.515625,0.9680989583333334,data/txt/2201.06620/01_Related_Work.txt,0
2201.06731,2015,1,1906,266,9,3.3834586466165413,0.9657039711191335,data/txt/2201.06731/01_Related_works.txt,0
2201.06941,2015,1,957,153,5,3.2679738562091507,0.932285368802902,data/txt/2201.06941/01_Related_Works.txt,0
2201.07103,2015,1,1360,213,12,5.633802816901409,0.9673539518900344,data/txt/2201.07103/01_Related_Work.txt,0
2201.07385,2015,1,1846,260,8,3.076923076923077,0.9725171767645222,data/txt/2201.07385/01_Related_Works.txt,0
2201.07498,2015,1,1606,225,6,2.666666666666667,0.9682768565248738,data/txt/2201.07498/01_Related_Work.txt,0
2201.07999,2015,1,1456,221,8,3.619909502262444,0.9824,data/txt/2201.07999/01_Related_Work.txt,0
2201.08087,2015,1,1626,241,10,4.149377593360995,0.9743589743589743,data/txt/2201.08087/01_Related_Work.txt,0
2201.08276,2015,1,1564,244,5,2.0491803278688523,0.9743782969103241,data/txt/2201.08276/01_Related_work.txt,0
2201.08683,2015,1,1482,210,7,3.3333333333333335,0.9742790335151987,data/txt/2201.08683/01_Related_Work.txt,0
2201.08687,2015,1,1048,157,7,4.45859872611465,0.9712707182320443,data/txt/2201.08687/01_Related_Work.txt,0
2201.08721,2015,1,1557,233,14,6.008583690987124,0.9785025945144552,data/txt/2201.08721/01_Related_work.txt,0
2201.08732,2015,1,1290,204,11,5.392156862745098,0.979890310786106,data/txt/2201.08732/01_Related_Work.txt,0
2201.08975,2015,1,1901,268,8,2.9850746268656714,0.9624470018170805,data/txt/2201.08975/01_Related_Work.txt,0
2201.09041,2015,1,1545,232,10,4.310344827586207,0.9718844984802432,data/txt/2201.09041/01_Background_and_Related_Work.txt,0
2201.09061,2015,1,1462,235,7,2.9787234042553195,0.979903536977492,data/txt/2201.09061/01_Related_Work.txt,0
2201.09119,2015,1,1875,267,15,5.617977528089887,0.9755799755799756,data/txt/2201.09119/01_Related_Work.txt,0
2201.09120,2015,1,1328,187,5,2.6737967914438503,0.9599303135888502,data/txt/2201.09120/01_Related_Works.txt,0
2201.09282,2015,1,1888,252,29,11.507936507936508,0.9574719432959244,data/txt/2201.09282/01_Related_Works.txt,0
2201.09331,2015,1,1460,225,9,4.0,0.972,data/txt/2201.09331/01_Related_work.txt,0
2201.09352,2015,1,1835,275,10,3.6363636363636362,0.9639696586599241,data/txt/2201.09352/01_Related_Work.txt,0
2201.09394,2015,1,1350,192,4,2.083333333333333,0.9699828473413379,data/txt/2201.09394/01_Related_Prior_Works.txt,0
2201.09425,2015,1,1420,196,7,3.571428571428571,0.9769167353668591,data/txt/2201.09425/01_Related_Work.txt,0
2201.09441,2015,1,1618,238,6,2.5210084033613445,0.9827213822894169,data/txt/2201.09441/01_Related_Work.txt,0
2201.09487,2015,1,1600,221,10,4.524886877828054,0.9720630372492837,data/txt/2201.09487/01_Related_Work.txt,0
2201.09651,2015,1,1603,254,6,2.3622047244094486,0.9801178203240059,data/txt/2201.09651/01_Related_Work.txt,0
2201.09701,2015,1,1809,268,9,3.3582089552238807,0.9807073954983923,data/txt/2201.09701/01_Related_Work.txt,0
2201.09976,2015,1,1156,179,5,2.793296089385475,0.976482617586912,data/txt/2201.09976/01_Related_Work.txt,0
2201.10012,2015,1,1382,191,16,8.37696335078534,0.9819376026272578,data/txt/2201.10012/01_Related_Work.txt,0
2201.10274,2015,1,1775,238,8,3.361344537815126,0.9773609314359638,data/txt/2201.10274/01_Related_Work.txt,0
2201.10376,2015,1,1384,199,13,6.532663316582915,0.9726141078838174,data/txt/2201.10376/01_Related_Work.txt,0
2201.10477,2015,1,1413,213,5,2.3474178403755865,0.9809444904722452,data/txt/2201.10477/01_Related_Work.txt,0
2201.10577,2015,1,1057,164,11,6.707317073170732,0.9770240700218819,data/txt/2201.10577/01_Discussion_and_Related_Work.txt,0
